ID,Sentence,VALIDITY
3009,je vais depuis Sèvres vers Laval,VALID
3010,je vais depuis Bergerac à Auxerre,VALID
3011,Je pars en partant de aix-en-provence pour arriver bergerac,VALID
3012,CHEMIN MOULINS CAEN,VALID
3013,billet Chartres Tours,VALID
3014,je veux rejoindre Aix-en-Provence depuis Perpignan,VALID
3015,peux-tu me trouver un train en partant de Sarlat-la-Canéda vers Libourne,VALID
3016,je veux rejoindre Montreuil en partant de Agen,VALID
3017,train Saint-Jean-de-Luz Courbevoie,VALID
3018,j'aimerais aller de Tarbes pour Nevers,VALID
3019,je veux quitter Montauban pour aller jusqu'à Nîmes,VALID
3020,je veux rejoindre Cahors de Montpellier,VALID
3021,aller en partant de Orléans pour Libourne,VALID
3022,je veux voyager quittant Bayonne jusqu'à Narbonne,VALID
3023,Donne moi un chemin de bergerac à issy-les-moulineaux,VALID
3024,peux-tu me trouver un train quittant Mantes-la-Jolie en direction de Libourne,VALID
3025,direction Poitiers quittant Évreux,VALID
3026,je pars de Gap pour aller Colmar,VALID
3027,depuis Figeac direction Nancy,VALID
3028,peux-tu me trouver un train depuis Annecy en direction de Clamart,VALID
3029,trajet en partant de Brive-la-Gaillarde vers Privas,VALID
3030,je veux quitter Bayonne pour aller vers Belfort,VALID
3031,voyage Libourne Moulins,VALID
3032,JE PARS EN PARTANT DE STRASBOURG ARRIVÉE BONDY,VALID
3033,je vais depuis Foix pour Angers,VALID
3034,depuis Bordeaux jusqu'à Figueres,VALID
3035,parcours Saint-Maur-des-Fossés Roubaix,VALID
3036,depuis Limoges direction Meaux,VALID
3037,itinéraire Nantes Pau,VALID
3038,je veux quitter quittant paris en direction de saint-paul,VALID
3039,donne moi un trajet depuis Gourdon jusqu'à Boulogne-Billancourt,VALID
3040,je pars en partant de Montpellier arrivée Caen,VALID
3041,je voudrais rejoindre depuis Toulouse vers Fontenay-sous-Bois,VALID
3042,je cherche un train en partant de Drancy vers Blois,VALID
3043,Grenoble → Clermont-Ferrand,VALID
3044,billet Gap Sartrouville,VALID
3045,départ Saint-Étienne ville d'arrivée Poitiers,VALID
3046,j'aimerais aller depuis Saint-Étienne à Tours,VALID
3047,je veux quitter Vitry-sur-Seine pour aller vers Toulouse,VALID
3048,direction Saint-Jean-de-Luz depuis Mont-de-Marsan,VALID
3049,je voudrais quitter en partant de Auxerre en direction de Aulnay-sous-Bois,VALID
3050,Mont-de-Marsan → Niort,VALID
3051,billet Évry Grenoble,VALID
3052,aller simple en partant de Nantes vers La Seyne-sur-Mer,VALID
3053,voyage Colmar Sète,VALID
3054,peux-tu me trouver un train de Bergerac pour Troyes,VALID
3055,Donne moi un itinéraire quittant drancy à le mans,VALID
3056,donne moi un parcours à partir de Annecy jusqu'à Saint-Étienne,VALID
3057,trajet Montreuil Châlons-en-Champagne,VALID
3058,Reims - Nîmes,VALID
3059,aller en partant de Béziers en direction de Épinay-sur-Seine,VALID
3060,arrivée Rouen ville de départ Rodez,VALID
3061,je dois aller pour Fontenay-sous-Bois depuis Bobigny,VALID
3062,voyage Neuilly-sur-Seine Châlons-en-Champagne,VALID
3063,j'aimerais aller en partant de Cahors en direction de Cergy,VALID
3064,je veux me déplacer à partir de Belfort vers Montreuil,VALID
3065,voyage Lyon Saint-Jean-de-Luz,VALID
3066,depart Caen dest Bourges,VALID
3067,trajet quittant Figueres vers Nevers,VALID
3068,je pars en partant de Sarlat-la-Canéda arrivée Meaux,VALID
3069,aller quittant Antony jusqu'à Dijon,VALID
3070,donne moi un parcours à partir de Toulon en direction de Bayonne,VALID
3071,arrivée Pantin origine Évry,VALID
3072,je souhaite me rendre pour Gourdon de Perpignan,VALID
3073,parcours Libourne Bilbao,VALID
3074,je pars quittant Poitiers pour voyager Rennes,VALID
3075,depart Digne-les-Bains dest Meaux,VALID
3076,trajet à partir de Montreuil vers Toulouse,VALID
3077,je dois aller jusqu'à Tourcoing quittant Cannes,VALID
3078,aller quittant Rodez vers Angers,VALID
3079,arrivée Arles départ Sarlat-la-Canéda,VALID
3080,Je cherche un train depuis brive-la-gaillarde vers mantes-la-jolie,VALID
3081,Blois → Toulon,VALID
3082,point de départ Perpignan destination La Rochelle,VALID
3083,arrivée Châlons-en-Champagne ville de départ Gap,VALID
3084,Je cherche un train depuis évreux vers girona,VALID
3085,depuis Moulins jusqu'à Dax,VALID
3086,itinéraire Champigny-sur-Marne Narbonne,VALID
3087,je voudrais me déplacer en partant de Paris à Nice,VALID
3088,je souhaite me rendre jusqu'à Cannes quittant Lons-le-Saunier,VALID
3089,itinéraire Tarbes Girona,VALID
3090,train Barcelona Figeac,VALID
3091,je souhaite me rendre à Périgueux depuis Mérignac,VALID
3092,depuis gourdon jusqu'à biarritz,VALID
3093,de Drancy à Tours,VALID
3094,je pars quittant Courbevoie pour voyager Barcelona,VALID
3095,train Boulogne-Billancourt Évreux,VALID
3096,je veux voyager en partant de Gap pour Cahors,VALID
3097,départ Bourges point d'arrivée Rouen,VALID
3098,je veux quitter à partir de Lille jusqu'à Auch,VALID
3099,Je pars quittant clermont-ferrand pour rejoindre besançon,VALID
3100,trajet Auch Avignon,VALID
3101,Itinéraire châlons-en-champagne valence,VALID
3102,Sète → Figueres,VALID
3103,je veux rejoindre Périgueux de Créteil,VALID
3104,point de départ Tarbes point d'arrivée Figueres,VALID
3105,je veux rejoindre Champigny-sur-Marne depuis Arles,VALID
3106,Toulon → Digne-les-Bains,VALID
3107,je veux quitter quittant Aix-en-Provence vers Paris,VALID
3108,aller simple de Aulnay-sous-Bois jusqu'à Valence,VALID
3109,je vais à partir de Meaux pour Narbonne,VALID
3110,trajet en partant de Girona vers Calais,VALID
3111,je souhaite me rendre pour Valencia de Paris,VALID
3112,itinéraire Niort Perpignan,VALID
3113,Je veux quitter moulins pour aller en direction de calais,VALID
3114,point de départ Clamart ville d'arrivée Dax,VALID
3115,arrivée Évreux point de départ Mérignac,VALID
3116,depart Sarlat-la-Canéda dest Clamart,VALID
3117,je pars de Aulnay-sous-Bois arrivée Nancy,VALID
3118,Trajet quittant la rochelle vers sète,VALID
3119,je pars à partir de Chartres pour voyager Mende,VALID
3120,DE GAP À NARBONNE,VALID
3121,depuis Castres direction La Rochelle,VALID
3122,j'aimerais aller de Aulnay-sous-Bois en direction de Pessac,VALID
3123,je vais de girona vers reims,VALID
3124,JE PARS EN PARTANT DE SÈVRES POUR ALLER LILLE,VALID
3125,depuis Foix direction Roubaix,VALID
3126,je pars quittant laval pour aller bobigny,VALID
3127,je veux rejoindre Valence de Mantes-la-Jolie,VALID
3128,voyage Sèvres Narbonne,VALID
3129,je veux quitter Périgueux pour aller pour Auch,VALID
3130,trajet à partir de Marseille vers Chartres,VALID
3131,itinéraire Niort Évry,VALID
3132,depart Neuilly-sur-Seine dest Hendaye,VALID
3133,je cherche un train en partant de Mont-de-Marsan vers Périgueux,VALID
3134,depuis Asnières-sur-Seine jusqu'à Dunkirk,VALID
3135,Arcachon - Laval,VALID
3136,arrivé Perpignan origine Dax,VALID
3137,je pars depuis Tarbes arrivée Foix,VALID
3138,ville de départ Sète arrivée Lorient,VALID
3139,Aller simple de dax vers poitiers,VALID
3140,je veux quitter Saint-Paul pour aller en direction de Sarlat-la-Canéda,VALID
3141,je pars en partant de Sète pour arriver Sartrouville,VALID
3142,je cherche un train à partir de Gourdon vers Dijon,VALID
3143,Aller de vitry-sur-seine jusqu'à saint-denis,VALID
3144,aller depuis Vitry-sur-Seine vers Antony,VALID
3145,je souhaite me rendre pour Colombes depuis Libourne,VALID
3146,je dois aller à Brive-la-Gaillarde en partant de Dunkirk,VALID
3147,J'aimerais aller quittant châteauroux jusqu'à tours,VALID
3148,Montpellier - Foix,VALID
3149,je pars quittant Montreuil pour rejoindre Strasbourg,VALID
3150,aller simple en partant de Mont-de-Marsan a Montreuil,VALID
3151,depuis Rennes jusqu'a Nevers,VALID
3152,je veux quitter Cannes pour aller à Montpellier,VALID
3153,Depart bobigny dest grenoble,VALID
3154,peux-tu me trouver un train en partant de Bordeaux à Angers,VALID
3155,je pars à partir de Rouen arrivée Évreux,VALID
3156,donne moi un parcours en partant de Caen vers Clamart,VALID
3157,trajet Pantin Toulon,VALID
3158,j'aimerais aller depuis Antony en direction de Versailles,VALID
3159,aller simple quittant Hyères vers Créteil,VALID
3160,aller en partant de Dax à Périgueux,VALID
3161,direction Villeneuve-d'Ascq en partant de Tourcoing,VALID
3162,chemin Aix-en-Provence Tarbes,VALID
3163,je voudrais aller de Châlons-en-Champagne pour Noisy-le-Grand,VALID
3164,depart Millau dest Sarlat-la-Canéda,VALID
3165,je pars en partant de Bordeaux pour rejoindre Aulnay-sous-Bois,VALID
3166,Meaux - Amiens,VALID
3167,je souhaite me rendre pour Rodez depuis Pantin,VALID
3168,aller simple à partir de Drancy jusqu'à Bergerac,VALID
3169,je voudrais aller quittant Sarlat-la-Canéda pour Roubaix,VALID
3170,Rodez - Mulhouse,VALID
3171,je pars quittant Barcelona pour voyager Dijon,VALID
3172,aller de Tourcoing en direction de Boulogne-Billancourt,VALID
3173,point de départ Marseille ville d'arrivée Castres,VALID
3174,de Paris à Rueil-Malmaison,VALID
3175,aller simple depuis Niort vers Briançon,VALID
3176,Je voudrais partir quittant amiens en direction de saint-maur-des-fossés,VALID
3177,je vais en partant de Mende en direction de Arcachon,VALID
3178,de Nice à Angers,VALID
3179,direction Évry de Agen,VALID
3180,billet cannes brive-la-gaillarde,VALID
3181,J'aimerais aller quittant briancon vers strasbourg,VALID
3182,je veux aller depui Drancy jusqu'à Tarbes,VALID
3183,je veux quitter Châteauroux pour aller à La Seyne-sur-Mer,VALID
3184,direction Saint-Paul en partant de Auxerre,VALID
3185,de Amiens à Angers,VALID
3186,donne moi un trajet quittant Valencia pour Paris,VALID
3187,je veux quitter Saint-Maur-des-Fossés pour aller vers La Seyne-sur-Mer,VALID
3188,je souhaite me rendre à Clamart depuis Sèvres,VALID
3189,depuis Vincennes jusqu'à Biarritz,VALID
3190,Depuis dax direction antibes,VALID
3191,itinéraire Strasbourg Mulhouse,VALID
3192,donne moi un chemin de Nevers pour Calais,VALID
3193,Saint-Jean-de-Luz → Colombes,VALID
3194,Je cherche un train à partir de brest vers nevers,VALID
3195,Je souhaite me rendre vers versailles à partir de rennes,VALID
3196,Lorient → Bergerac,VALID
3197,je voudrais rejoindre quittant Toulouse en direction de Évreux,VALID
3198,départ La Seyne-sur-Mer arrivée Perpignan,VALID
3199,Albi - Strasbourg,VALID
3200,itinéraire Saint-Étienne Nantes,VALID
3201,Depart drancy dest valencia,VALID
3202,itinéraire Pantin Mont-de-Marsan,VALID
3203,direction Évry de Lons-le-Saunier,VALID
3204,donne moi un déplacement en partant de Aix-en-Provence pour Dijon,VALID
3205,depuis Fontenay-sous-Bois direction Grenoble,VALID
3206,Depuis vincennes jusqu'à nantes,VALID
3207,voyage Carcassonne Blois,VALID
3208,aller simple quittant Saint-Paul vers Bayonne,VALID
3209,peux-tu me trouver un train quittant Sarlat-la-Canéda pour Chartres,VALID
3210,je veux partir à partir de Hyères à Montreuil,VALID
3211,je veux voyager de Privas en direction de Albi,VALID
3212,aller simple à partir de Laval jusqu'à Albi,VALID
3213,direction Toulouse depuis San Sebastián,VALID
3214,depuis Villeneuve-d'Ascq jusqu'à Créteil,VALID
3215,arrivée digne-les-bains point de départ nancy,VALID
3216,direction Mont-de-Marsan de Le Mans,VALID
3217,itinéraire Figueres Nancy,VALID
3218,je vais quittant Sarlat-la-Canéda à Valencia,VALID
3219,aller quittant Tours jusqu'à Dunkirk,VALID
3220,depart Foix dest Bergerac,VALID
3221,train Hyères Blois,VALID
3222,aller à partir de Bourges pour Rennes,VALID
3223,je veux rejoindre depuis Montreuil à Saint-Étienne,VALID
3224,trajet à partir de Arcachon vers Montpellier,VALID
3225,je pars depuis Niort pour aller Auxerre,VALID
3226,itinéraire Vitry-sur-Seine Privas,VALID
3227,train Libourne Figueres,VALID
3228,départ Tourcoing arrivée Auxerre,VALID
3229,donne moi un voyage de Champigny-sur-Marne en direction de Tours,VALID
3230,direction Cahors quittant Belfort,VALID
3231,je voudrais rejoindre depuis San Sebastián jusqu'à Perpignan,VALID
3232,billet Moulins Saint-Jean-de-Luz,VALID
3233,je veux me déplacer en partant de Tours en direction de Lyon,VALID
3234,depui Pau direction Merignac,VALID
3235,Voyage rouen sète,VALID
3236,aller de Aix-en-Provence pour Lille,VALID
3237,point de départ Pessac ville d'arrivée Grasse,VALID
3238,je veux voyager depuis Le Mans pour Saint-Denis,VALID
3239,depuis Arcachon jusqu'à Villeurbanne,VALID
3240,je veux partir à partir de Castres à Évreux,VALID
3241,je dois aller à Angers depuis Lons-le-Saunier,VALID
3242,je cherche un train à partir de Mende vers Rouen,VALID
3243,je voudrais voyager en partant de La Rochelle à Lyon,VALID
3244,Girona - Nanterre,VALID
3245,j'aimerais aller de Bourges à Clermont-Ferrand,VALID
3246,trajet quittant Figeac vers Courbevoie,VALID
3247,depuis Le Mans direction Limoges,VALID
3248,origine évry arrivée nancy,VALID
3249,train Bobigny Sarlat-la-Canéda,VALID
3250,je veux quitter Clichy pour aller en direction de Boulogne-Billancourt,VALID
3251,JE CHERCHE UN TRAIN DEPUIS CAEN VERS AUXERRE,VALID
3252,je veux rejoindre quittant Blois vers Privas,VALID
3253,aller simple depuis Fontenay-sous-Bois en direction de Perpignan,VALID
3254,itinéraire Tarbes Narbonne,VALID
3255,depuis Clermont-Ferrand jusqu'à Créteil,VALID
3256,je veux quitter Bergerac pour aller vers Nevers,VALID
3257,parcours Fontenay-sous-Bois Rodez,VALID
3258,depart Rouen dest Montreuil,VALID
3259,déplacement Périgueux Saint-Denis,VALID
3260,Je veux rejoindre neuilly-sur-seine depuis courbevoie,VALID
3261,Vincennes - Montpellier,VALID
3262,J'aimerais aller de châteauroux pour amiens,VALID
3263,Aller simple à partir de périgueux pour noisy-le-grand,VALID
3264,je pars quittant rouen pour voyager saint-étienne,VALID
3265,je souhaite me rendre pour Bobigny de Saint-Jean-de-Luz,VALID
3266,aller quittant Libourne à Courbevoie,VALID
3267,donne moi un trajet quittant Paris jusqu'à Saint-Maur-des-Fossés,VALID
3268,aller simple depuis Paris en direction de Cannes,VALID
3269,j'aimerais aller quittant Toulouse à Asnières-sur-Seine,VALID
3270,aller depuis Cahors jusqu'à Épinay-sur-Seine,VALID
3271,train Saint-Maur-des-Fossés Bergerac,VALID
3272,Je cherche un train à partir de castres vers tarbes,VALID
3273,peux-tu me trouver un train de reims à dunkirk,VALID
3274,je veux me déplacer à partir de Vincennes en direction de Pantin,VALID
3275,je veux quitter Hendaye pour aller en direction de Créteil,VALID
3276,Billet bourges le mans,VALID
3277,aller quittant Sète en direction de Roubaix,VALID
3278,donne moi un déplacement à partir de Brive-la-Gaillarde vers Châteauroux,VALID
3279,j'aimerais aller de Annecy à Sarlat-la-Canéda,VALID
3280,arrivé Niort point de départ Metz,VALID
3281,je veux rejoindre depuis lons-le-saunier à privas,VALID
3282,je pars de Tourcoing pour voyager Toulouse,VALID
3283,je pars de Argenteuil pour rejoindre Digne-les-Bains,VALID
3284,Hendaye → Troyes,VALID
3285,Direction clermont-ferrand depuis toulouse,VALID
3286,je veux me rendre à partir de Dijon vers Toulouse,VALID
3287,aller de sarlat-la-canéda en direction de valence,VALID
3288,je vais quittant Saint-Étienne pour Millau,VALID
3289,train Troyes Alès,VALID
3290,j'aimerais aller en partant de Antibes pour Boulogne-Billancourt,VALID
3291,je pars de Grasse pour voyager Privas,VALID
3292,Départ asnières-sur-seine arrivée limoges,VALID
3293,point de départ Bobigny destination Aix-en-Provence,VALID
3294,je cherche un train de Le Havre vers Marseille,VALID
3295,DONNE MOI UN TRAJET EN PARTANT DE STRASBOURG POUR MARSEILLE,VALID
3296,depuis perpignan direction vannes,VALID
3297,depuis Évreux direction Toulouse,VALID
3298,direction Colmar quittant Toulon,VALID
3299,j'aimerais aller de Tours en direction de Marseille,VALID
3300,je veux quitter Bergerac pour aller jusqu'à Hyères,VALID
3301,je vais quittant Issy-les-Moulineaux en direction de Dunkirk,VALID
3302,aller simple en partant de Saint-Étienne vers Metz,VALID
3303,donne moi un parcours de Albi vers Pantin,VALID
3304,je pars en partant de Roubaix pour me déplacer Bayonne,VALID
3305,Cannes - Carcassonne,VALID
3306,aller simple en partant de sarlat-la-canéda pour colmar,VALID
3307,voyage Briançon Bergerac,VALID
3308,je vais en partant de Gap jusqu'à Niort,VALID
3309,aller de Annecy pour Noisy-le-Grand,VALID
3310,J'AIMERAIS ALLER À PARTIR DE LYON POUR BIARRITZ,VALID
3311,Moulins - Cannes,VALID
3312,de Bergerac à Rennes,VALID
3313,je pars en partant de Épinay-sur-Seine pour me rendre Poitiers,VALID
3314,voyage Biarritz Cannes,VALID
3315,je voudrais partir quittant Noisy-le-Grand jusqu'à Tarbes,VALID
3316,Cannes - bourges,VALID
3317,je souhaite me rendre vers Nantes à partir de Bourges,VALID
3318,aller depuis Saint-Jean-de-Luz vers Toulouse,VALID
3319,de Saint-Maur-des-Fossés à Rodez,VALID
3320,depuis Vincennes direction Pantin,VALID
3321,direction Asnières-sur-Seine de Bilbao,VALID
3322,peux-tu me trouver un train à partir de Colmar à Clichy,VALID
3323,je cherche un train de Annecy vers Fontenay-sous-Bois,VALID
3324,aller simple à partir de caen en direction de strasbourg,VALID
3325,itineraire Marseille Antibes,VALID
3326,depart Saint-Maur-des-Fossés dest Courbevoie,VALID
3327,Mantes-la-Jolie - Meaux,VALID
3328,Mérignac - Nice,VALID
3329,je cherche un train de Nantes vers Fontenay-sous-Bois,VALID
3330,depuis Vincennes direction Reims,VALID
3331,aller depuis Champigny-sur-Marne pour Tarbes,VALID
3332,donne moi un itinéraire depuis courbevoie jusqu'à châteauroux,VALID
3333,je cherche un train à partir de Fontenay-sous-Bois vers Nice,VALID
3334,depart Pantin dest Mulhouse,VALID
